YEAR,QUARTER,CITY,AIRLINE,PREDICTED_TRAFFIC
2016,Q3,AHMEDABAD,SPICEJET,12096
2016,Q3,AMRITSAR,AIR INDIA,25080
2016,Q3,AMRITSAR,AIR INDIA EXPRESS,14026
2016,Q3,AMRITSAR,INDIGO,7386
2016,Q3,AMRITSAR,JET AIRWAYS,34664
2016,Q3,AMRITSAR,SPICEJET,6981
2016,Q3,BENGALURU,AIR INDIA,121550
2016,Q3,BENGALURU,AIR INDIA EXPRESS,67976
2016,Q3,BENGALURU,INDIGO,35798
2016,Q3,BENGALURU,JET AIRWAYS,167998
2016,Q3,BENGALURU,SPICEJET,33836
2016,Q3,CHANDIGARH,AIR INDIA,5608
2016,Q3,CHANDIGARH,AIR INDIA EXPRESS,3136
2016,Q3,CHANDIGARH,INDIGO,1651
2016,Q3,CHANDIGARH,JET AIRWAYS,7751
2016,Q3,CHANDIGARH,SPICEJET,1561
2016,Q3,CHENNAI,AIR INDIA,172816
2016,Q3,CHENNAI,AIR INDIA EXPRESS,96646
2016,Q3,CHENNAI,INDIGO,50896
2016,Q3,CHENNAI,JET AIRWAYS,238854
2016,Q3,CHENNAI,SPICEJET,48107
2016,Q3,COIMBATORE,AIR INDIA,5295
2016,Q3,COIMBATORE,AIR INDIA EXPRESS,2961
2016,Q3,COIMBATORE,INDIGO,1559
2016,Q3,COIMBATORE,JET AIRWAYS,7319
2016,Q3,COIMBATORE,SPICEJET,1474
2016,Q3,DELHI,AIR INDIA,555040
2016,Q3,DELHI,AIR INDIA EXPRESS,310403
2016,Q3,DELHI,INDIGO,163466
2016,Q3,DELHI,JET AIRWAYS,767134
2016,Q3,DELHI,SPICEJET,154507
2016,Q3,GAYA,AIR INDIA,4513
2016,Q3,GAYA,AIR INDIA EXPRESS,2524
2016,Q3,GAYA,INDIGO,1329
2016,Q3,GAYA,JET AIRWAYS,6238
2016,Q3,GAYA,SPICEJET,1256
2016,Q3,GOA,AIR INDIA,20637
2016,Q3,GOA,AIR INDIA EXPRESS,11541
2016,Q3,GOA,INDIGO,6078
2016,Q3,GOA,JET AIRWAYS,28523
2016,Q3,GOA,SPICEJET,5744
2016,Q3,HYDERABAD,AIR INDIA,112719
2016,Q3,HYDERABAD,AIR INDIA EXPRESS,63037
2016,Q3,HYDERABAD,INDIGO,33197
2016,Q3,HYDERABAD,JET AIRWAYS,155792
2016,Q3,HYDERABAD,SPICEJET,31377
2016,Q3,JAIPUR,AIR INDIA,15579
2016,Q3,JAIPUR,AIR INDIA EXPRESS,8712
2016,Q3,JAIPUR,INDIGO,4588
2016,Q3,JAIPUR,JET AIRWAYS,21532
2016,Q3,JAIPUR,SPICEJET,4336
2016,Q3,KOCHI,AIR INDIA,158598
2016,Q3,KOCHI,AIR INDIA EXPRESS,88695
2016,Q3,KOCHI,INDIGO,46709
2016,Q3,KOCHI,JET AIRWAYS,219202
2016,Q3,KOCHI,SPICEJET,44149
2016,Q3,KOLKATA,AIR INDIA,75973
2016,Q3,KOLKATA,AIR INDIA EXPRESS,42487
2016,Q3,KOLKATA,INDIGO,22375
2016,Q3,KOLKATA,JET AIRWAYS,105005
2016,Q3,KOLKATA,SPICEJET,21148
2016,Q3,KOZHIKODE,AIR INDIA,74477
2016,Q3,KOZHIKODE,AIR INDIA EXPRESS,41651
2016,Q3,KOZHIKODE,INDIGO,21934
2016,Q3,KOZHIKODE,JET AIRWAYS,102936
2016,Q3,KOZHIKODE,SPICEJET,20732
2016,Q3,LUCKNOW,AIR INDIA,24335
2016,Q3,LUCKNOW,AIR INDIA EXPRESS,13609
2016,Q3,LUCKNOW,INDIGO,7167
2016,Q3,LUCKNOW,JET AIRWAYS,33634
2016,Q3,LUCKNOW,SPICEJET,6774
2016,Q3,MADURAI,AIR INDIA,9013
2016,Q3,MADURAI,AIR INDIA EXPRESS,5040
2016,Q3,MADURAI,INDIGO,2654
2016,Q3,MADURAI,JET AIRWAYS,12457
2016,Q3,MADURAI,SPICEJET,2508
2016,Q3,MANGALORE,AIR INDIA,25453
2016,Q3,MANGALORE,AIR INDIA EXPRESS,14234
2016,Q3,MANGALORE,INDIGO,7496
2016,Q3,MANGALORE,JET AIRWAYS,35179
2016,Q3,MANGALORE,SPICEJET,7085
2016,Q3,MUMBAI,AIR INDIA,444252
2016,Q3,MUMBAI,AIR INDIA EXPRESS,248445
2016,Q3,MUMBAI,INDIGO,130838
2016,Q3,MUMBAI,JET AIRWAYS,614011
2016,Q3,MUMBAI,SPICEJET,123666
2016,Q3,NAGPUR,AIR INDIA,4119
2016,Q3,NAGPUR,AIR INDIA EXPRESS,2303
2016,Q3,NAGPUR,INDIGO,1213
2016,Q3,NAGPUR,JET AIRWAYS,5693
2016,Q3,NAGPUR,SPICEJET,1146
2016,Q3,PUNE,AIR INDIA,9660
2016,Q3,PUNE,AIR INDIA EXPRESS,5402
2016,Q3,PUNE,INDIGO,2845
2016,Q3,PUNE,JET AIRWAYS,13351
2016,Q3,PUNE,SPICEJET,2689
2016,Q3,TIRUCHIRAPALLY,AIR INDIA,44424
2016,Q3,TIRUCHIRAPALLY,AIR INDIA EXPRESS,24844
2016,Q3,TIRUCHIRAPALLY,INDIGO,13083
2016,Q3,TIRUCHIRAPALLY,JET AIRWAYS,61399
2016,Q3,TIRUCHIRAPALLY,SPICEJET,12366
2016,Q3,TRIVANDRUM,AIR INDIA,78723
2016,Q3,TRIVANDRUM,AIR INDIA EXPRESS,44025
2016,Q3,TRIVANDRUM,INDIGO,23185
2016,Q3,TRIVANDRUM,JET AIRWAYS,108805
2016,Q3,TRIVANDRUM,SPICEJET,21914
2016,Q3,VARANASI,AIR INDIA,5037
2016,Q3,VARANASI,AIR INDIA EXPRESS,2817
2016,Q3,VARANASI,INDIGO,1483
2016,Q3,VARANASI,JET AIRWAYS,6962
2016,Q3,VARANASI,SPICEJET,1402
2016,Q3,VISAKHAPATNAM,AIR INDIA,3907
2016,Q3,VISAKHAPATNAM,AIR INDIA EXPRESS,2185
2016,Q3,VISAKHAPATNAM,INDIGO,1150
2016,Q3,VISAKHAPATNAM,JET AIRWAYS,5401
2016,Q3,VISAKHAPATNAM,SPICEJET,1087
2016,Q4,AHMEDABAD,AIR INDIA,36579
2016,Q4,AHMEDABAD,AIR INDIA EXPRESS,19378
2016,Q4,AHMEDABAD,INDIGO,12002
2016,Q4,AHMEDABAD,JET AIRWAYS,49106
2016,Q4,AHMEDABAD,SPICEJET,9996
2016,Q4,AMRITSAR,AIR INDIA,21539
2016,Q4,AMRITSAR,AIR INDIA EXPRESS,11410
2016,Q4,AMRITSAR,INDIGO,7067
2016,Q4,AMRITSAR,JET AIRWAYS,28916
2016,Q4,AMRITSAR,SPICEJET,5886
2016,Q4,BENGALURU,AIR INDIA,109049
2016,Q4,BENGALURU,AIR INDIA EXPRESS,57769
2016,Q4,BENGALURU,INDIGO,35780
2016,Q4,BENGALURU,JET AIRWAYS,146394
2016,Q4,BENGALURU,SPICEJET,29801
2016,Q4,CHANDIGARH,AIR INDIA,360
2016,Q4,CHANDIGARH,AIR INDIA EXPRESS,190
2016,Q4,CHANDIGARH,INDIGO,118
2016,Q4,CHANDIGARH,JET AIRWAYS,483
2016,Q4,CHANDIGARH,SPICEJET,98
2016,Q4,CHENNAI,AIR INDIA,169472
2016,Q4,CHENNAI,AIR INDIA EXPRESS,89778
2016,Q4,CHENNAI,INDIGO,55606
2016,Q4,CHENNAI,JET AIRWAYS,227511
2016,Q4,CHENNAI,SPICEJET,46314
2016,Q4,COIMBATORE,AIR INDIA,4569
2016,Q4,COIMBATORE,AIR INDIA EXPRESS,2420
2016,Q4,COIMBATORE,INDIGO,1499
2016,Q4,COIMBATORE,JET AIRWAYS,6133
2016,Q4,COIMBATORE,SPICEJET,1248
2016,Q4,DELHI,AIR INDIA,484949
2016,Q4,DELHI,AIR INDIA EXPRESS,256903
2016,Q4,DELHI,INDIGO,159119
2016,Q4,DELHI,JET AIRWAYS,651028
2016,Q4,DELHI,SPICEJET,132530
2016,Q4,GAYA,AIR INDIA,295
2016,Q4,GAYA,AIR INDIA EXPRESS,156
2016,Q4,GAYA,INDIGO,97
2016,Q4,GAYA,JET AIRWAYS,397
2016,Q4,GAYA,SPICEJET,80
2016,Q4,GOA,AIR INDIA,9194
2016,Q4,GOA,AIR INDIA EXPRESS,4870
2016,Q4,GOA,INDIGO,3016
2016,Q4,GOA,JET AIRWAYS,12343
2016,Q4,GOA,SPICEJET,2512
2016,Q4,HYDERABAD,AIR INDIA,109287
2016,Q4,HYDERABAD,AIR INDIA EXPRESS,57895
2016,Q4,HYDERABAD,INDIGO,35858
2016,Q4,HYDERABAD,JET AIRWAYS,146714
2016,Q4,HYDERABAD,SPICEJET,29866
2016,Q4,JAIPUR,AIR INDIA,12784
2016,Q4,JAIPUR,AIR INDIA EXPRESS,6772
2016,Q4,JAIPUR,INDIGO,4194
2016,Q4,JAIPUR,JET AIRWAYS,17162
2016,Q4,JAIPUR,SPICEJET,3493
2016,Q4,KOCHI,AIR INDIA,171001
2016,Q4,KOCHI,AIR INDIA EXPRESS,90588
2016,Q4,KOCHI,INDIGO,56108
2016,Q4,KOCHI,JET AIRWAYS,229564
2016,Q4,KOCHI,SPICEJET,46732
2016,Q4,KOLKATA,AIR INDIA,69063
2016,Q4,KOLKATA,AIR INDIA EXPRESS,36586
2016,Q4,KOLKATA,INDIGO,22660
2016,Q4,KOLKATA,JET AIRWAYS,92714
2016,Q4,KOLKATA,SPICEJET,18874
2016,Q4,KOZHIKODE,AIR INDIA,79420
2016,Q4,KOZHIKODE,AIR INDIA EXPRESS,42073
2016,Q4,KOZHIKODE,INDIGO,26059
2016,Q4,KOZHIKODE,JET AIRWAYS,106618
2016,Q4,KOZHIKODE,SPICEJET,21704
2016,Q4,LUCKNOW,AIR INDIA,21179
2016,Q4,LUCKNOW,AIR INDIA EXPRESS,11220
2016,Q4,LUCKNOW,INDIGO,6949
2016,Q4,LUCKNOW,JET AIRWAYS,28433
2016,Q4,LUCKNOW,SPICEJET,5788
2016,Q4,MADURAI,AIR INDIA,11462
2016,Q4,MADURAI,AIR INDIA EXPRESS,6072
2016,Q4,MADURAI,INDIGO,3761
2016,Q4,MADURAI,JET AIRWAYS,15388
2016,Q4,MADURAI,SPICEJET,3132
2016,Q4,MANGALORE,AIR INDIA,24584
2016,Q4,MANGALORE,AIR INDIA EXPRESS,13023
2016,Q4,MANGALORE,INDIGO,8066
2016,Q4,MANGALORE,JET AIRWAYS,33004
2016,Q4,MANGALORE,SPICEJET,6718
2016,Q4,MUMBAI,AIR INDIA,401579
2016,Q4,MUMBAI,AIR INDIA EXPRESS,212738
2016,Q4,MUMBAI,INDIGO,131764
2016,Q4,MUMBAI,JET AIRWAYS,539107
2016,Q4,MUMBAI,SPICEJET,109746
2016,Q4,NAGPUR,AIR INDIA,3211
2016,Q4,NAGPUR,AIR INDIA EXPRESS,1701
2016,Q4,NAGPUR,INDIGO,1053
2016,Q4,NAGPUR,JET AIRWAYS,4311
2016,Q4,NAGPUR,SPICEJET,877
2016,Q4,PUNE,AIR INDIA,8231
2016,Q4,PUNE,AIR INDIA EXPRESS,4360
2016,Q4,PUNE,INDIGO,2700
2016,Q4,PUNE,JET AIRWAYS,11050
2016,Q4,PUNE,SPICEJET,2249
2016,Q4,TIRUCHIRAPALLY,AIR INDIA,41179
2016,Q4,TIRUCHIRAPALLY,AIR INDIA EXPRESS,21814
2016,Q4,TIRUCHIRAPALLY,INDIGO,13511
2016,Q4,TIRUCHIRAPALLY,JET AIRWAYS,55281
2016,Q4,TIRUCHIRAPALLY,SPICEJET,11253
2016,Q4,TRIVANDRUM,AIR INDIA,82115
2016,Q4,TRIVANDRUM,AIR INDIA EXPRESS,43500
2016,Q4,TRIVANDRUM,INDIGO,26943
2016,Q4,TRIVANDRUM,JET AIRWAYS,110236
2016,Q4,TRIVANDRUM,SPICEJET,22441
2016,Q4,VARANASI,AIR INDIA,1660
2016,Q4,VARANASI,AIR INDIA EXPRESS,879
2016,Q4,VARANASI,INDIGO,544
2016,Q4,VARANASI,JET AIRWAYS,2229
2016,Q4,VARANASI,SPICEJET,453
2016,Q4,VISAKHAPATNAM,AIR INDIA,3037
2016,Q4,VISAKHAPATNAM,AIR INDIA EXPRESS,1609
2016,Q4,VISAKHAPATNAM,INDIGO,996
2016,Q4,VISAKHAPATNAM,JET AIRWAYS,4078
2016,Q4,VISAKHAPATNAM,SPICEJET,830
2017,Q1,AHMEDABAD,AIR INDIA,35969
2017,Q1,AHMEDABAD,AIR INDIA EXPRESS,19902
2017,Q1,AHMEDABAD,INDIGO,13480
2017,Q1,AHMEDABAD,JET AIRWAYS,48445
2017,Q1,AHMEDABAD,SPICEJET,10458
2017,Q1,AMRITSAR,AIR INDIA,14345
2017,Q1,AMRITSAR,AIR INDIA EXPRESS,7937
2017,Q1,AMRITSAR,INDIGO,5376
2017,Q1,AMRITSAR,JET AIRWAYS,19320
2017,Q1,AMRITSAR,SPICEJET,4170
2017,Q1,BENGALURU,AIR INDIA,118751
2017,Q1,BENGALURU,AIR INDIA EXPRESS,65707
2017,Q1,BENGALURU,INDIGO,44504
2017,Q1,BENGALURU,JET AIRWAYS,159939
2017,Q1,BENGALURU,SPICEJET,34527
2017,Q1,CHENNAI,AIR INDIA,173443
2017,Q1,CHENNAI,AIR INDIA EXPRESS,95969
2017,Q1,CHENNAI,INDIGO,65001
2017,Q1,CHENNAI,JET AIRWAYS,233600
2017,Q1,CHENNAI,SPICEJET,50428
2017,Q1,COIMBATORE,AIR INDIA,4962
2017,Q1,COIMBATORE,AIR INDIA EXPRESS,2745
2017,Q1,COIMBATORE,INDIGO,1859
2017,Q1,COIMBATORE,JET AIRWAYS,6683
2017,Q1,COIMBATORE,SPICEJET,1442
2017,Q1,DELHI,AIR INDIA,432118
2017,Q1,DELHI,AIR INDIA EXPRESS,239097
2017,Q1,DELHI,INDIGO,161945
2017,Q1,DELHI,JET AIRWAYS,581992
2017,Q1,DELHI,SPICEJET,125638
2017,Q1,GAYA,AIR INDIA,367
2017,Q1,GAYA,AIR INDIA EXPRESS,203
2017,Q1,GAYA,INDIGO,137
2017,Q1,GAYA,JET AIRWAYS,495
2017,Q1,GAYA,SPICEJET,106
2017,Q1,GOA,AIR INDIA,9823
2017,Q1,GOA,AIR INDIA EXPRESS,5435
2017,Q1,GOA,INDIGO,3681
2017,Q1,GOA,JET AIRWAYS,13230
2017,Q1,GOA,SPICEJET,2856
2017,Q1,HYDERABAD,AIR INDIA,106168
2017,Q1,HYDERABAD,AIR INDIA EXPRESS,58744
2017,Q1,HYDERABAD,INDIGO,39789
2017,Q1,HYDERABAD,JET AIRWAYS,142992
2017,Q1,HYDERABAD,SPICEJET,30868
2017,Q1,JAIPUR,AIR INDIA,12417
2017,Q1,JAIPUR,AIR INDIA EXPRESS,6870
2017,Q1,JAIPUR,INDIGO,4653
2017,Q1,JAIPUR,JET AIRWAYS,16724
2017,Q1,JAIPUR,SPICEJET,3610
2017,Q1,KOCHI,AIR INDIA,172486
2017,Q1,KOCHI,AIR INDIA EXPRESS,95439
2017,Q1,KOCHI,INDIGO,64643
2017,Q1,KOCHI,JET AIRWAYS,232311
2017,Q1,KOCHI,SPICEJET,50150
2017,Q1,KOLKATA,AIR INDIA,72563
2017,Q1,KOLKATA,AIR INDIA EXPRESS,40150
2017,Q1,KOLKATA,INDIGO,27194
2017,Q1,KOLKATA,JET AIRWAYS,97730
2017,Q1,KOLKATA,SPICEJET,21097
2017,Q1,KOZHIKODE,AIR INDIA,77254
2017,Q1,KOZHIKODE,AIR INDIA EXPRESS,42746
2017,Q1,KOZHIKODE,INDIGO,28953
2017,Q1,KOZHIKODE,JET AIRWAYS,104049
2017,Q1,KOZHIKODE,SPICEJET,22461
2017,Q1,LUCKNOW,AIR INDIA,23089
2017,Q1,LUCKNOW,AIR INDIA EXPRESS,12775
2017,Q1,LUCKNOW,INDIGO,8653
2017,Q1,LUCKNOW,JET AIRWAYS,31097
2017,Q1,LUCKNOW,SPICEJET,6713
2017,Q1,MADURAI,AIR INDIA,10368
2017,Q1,MADURAI,AIR INDIA EXPRESS,5737
2017,Q1,MADURAI,INDIGO,3885
2017,Q1,MADURAI,JET AIRWAYS,13965
2017,Q1,MADURAI,SPICEJET,3014
2017,Q1,MANGALORE,AIR INDIA,23651
2017,Q1,MANGALORE,AIR INDIA EXPRESS,13086
2017,Q1,MANGALORE,INDIGO,8864
2017,Q1,MANGALORE,JET AIRWAYS,31855
2017,Q1,MANGALORE,SPICEJET,6876
2017,Q1,MUMBAI,AIR INDIA,397854
2017,Q1,MUMBAI,AIR INDIA EXPRESS,220139
2017,Q1,MUMBAI,INDIGO,149104
2017,Q1,MUMBAI,JET AIRWAYS,535845
2017,Q1,MUMBAI,SPICEJET,115676
2017,Q1,NAGPUR,AIR INDIA,3765
2017,Q1,NAGPUR,AIR INDIA EXPRESS,2083
2017,Q1,NAGPUR,INDIGO,1411
2017,Q1,NAGPUR,JET AIRWAYS,5071
2017,Q1,NAGPUR,SPICEJET,1094
2017,Q1,PUNE,AIR INDIA,8196
2017,Q1,PUNE,AIR INDIA EXPRESS,4535
2017,Q1,PUNE,INDIGO,3071
2017,Q1,PUNE,JET AIRWAYS,11038
2017,Q1,PUNE,SPICEJET,2383
2017,Q1,TIRUCHIRAPALLY,AIR INDIA,42341
2017,Q1,TIRUCHIRAPALLY,AIR INDIA EXPRESS,23428
2017,Q1,TIRUCHIRAPALLY,INDIGO,15868
2017,Q1,TIRUCHIRAPALLY,JET AIRWAYS,57027
2017,Q1,TIRUCHIRAPALLY,SPICEJET,12310
2017,Q1,TRIVANDRUM,AIR INDIA,83844
2017,Q1,TRIVANDRUM,AIR INDIA EXPRESS,46392
2017,Q1,TRIVANDRUM,INDIGO,31422
2017,Q1,TRIVANDRUM,JET AIRWAYS,112925
2017,Q1,TRIVANDRUM,SPICEJET,24377
2017,Q1,VARANASI,AIR INDIA,1499
2017,Q1,VARANASI,AIR INDIA EXPRESS,829
2017,Q1,VARANASI,INDIGO,561
2017,Q1,VARANASI,JET AIRWAYS,2019
2017,Q1,VARANASI,SPICEJET,435
2017,Q1,VISAKHAPATNAM,AIR INDIA,3610
2017,Q1,VISAKHAPATNAM,AIR INDIA EXPRESS,1997
2017,Q1,VISAKHAPATNAM,INDIGO,1353
2017,Q1,VISAKHAPATNAM,JET AIRWAYS,4862
2017,Q1,VISAKHAPATNAM,SPICEJET,1049
